"x"	"y"	"gr"	"out"	"ind"
"1"	1.34330082331685	-2.35927533773338	"g1"	0	TRUE
"2"	4.59064491798272	-0.287917846476157	"g1"	0	TRUE
"3"	0.763370523389214	-1.18293476491288	"g1"	0	TRUE
"4"	1.32693407511497	0.599837656786806	"g1"	0	FALSE
"5"	3.26669037704341	3.25902222833392	"g1"	0	FALSE
"6"	1.48362195498735	1.02170266286683	"g1"	0	FALSE
"7"	-1.55161324647767	1.12805925664753	"g1"	0	FALSE
"8"	1.84967617081969	-1.67264619891016	"g1"	0	TRUE
"9"	0.245775622853497	1.80464564285328	"g1"	0	TRUE
"10"	-1.47733824314551	2.35173044204752	"g1"	0	TRUE
"11"	-1.57274896887085	0.0606469418564198	"g1"	0	TRUE
"12"	-0.310174633792039	4.07268953941621	"g1"	0	TRUE
"13"	1.1997626217994	-1.48491720867156	"g1"	0	TRUE
"14"	-3.62877586240847	-2.15950053886	"g1"	0	FALSE
"15"	1.92094419730791	4.27014992906066	"g1"	0	TRUE
"16"	1.20931157521337	2.51025515241533	"g1"	0	FALSE
"17"	-0.00636565921901439	-1.90155468556705	"g1"	0	FALSE
"18"	-0.145817761420291	-1.36362944878076	"g1"	0	TRUE
"19"	-1.2315059308015	-0.471892574562408	"g1"	0	TRUE
"20"	0.680485527051543	1.45474495303112	"g1"	0	TRUE
"21"	-2.03461436357461	-0.713265400590436	"g1"	0	TRUE
"22"	4.35792137760763	2.03094792591595	"g1"	0	FALSE
"23"	2.82755770563258	1.92174974914478	"g1"	0	TRUE
"24"	-3.36615375148954	2.29837271689577	"g1"	0	TRUE
"25"	-1.25038409905751	3.88261849685721	"g1"	0	TRUE
"26"	-3.0620983788541	1.55967252359146	"g1"	0	FALSE
"27"	5.23298372125426	-2.68773048890917	"g1"	0	TRUE
"28"	1.01768049680403	0.337820163631658	"g1"	0	TRUE
"29"	-0.941930247313809	0.95118169950108	"g1"	0	TRUE
"30"	-3.30360270372751	3.56322915972909	"g1"	0	TRUE
"31"	-1.06972662412929	4.15120378229689	"g1"	0	FALSE
"32"	-2.81060135960975	5.91299291974711	"g1"	0	TRUE
"33"	-1.08710914700803	1.90777228236283	"g1"	0	TRUE
"34"	-2.21790553474655	0.769041476015342	"g1"	0	FALSE
"35"	0.796393520191149	0.0327275791011722	"g1"	0	FALSE
"36"	-0.409009179061369	4.72250586213298	"g1"	0	FALSE
"37"	0.18997496950502	2.24513001384883	"g1"	0	FALSE
"38"	0.287327182124808	1.3067955487421	"g1"	0	TRUE
"39"	-0.624743252760007	2.04861587149149	"g1"	0	FALSE
"40"	-0.177694804370962	0.620335636611579	"g1"	0	FALSE
"41"	-2.69058149300917	3.07742141459553	"g1"	0	FALSE
"42"	-2.17771856771694	0.0658093995395984	"g1"	0	FALSE
"43"	2.20988630801109	1.22330880196047	"g1"	0	FALSE
"44"	0.0799794015569611	0.435145449538096	"g1"	0	FALSE
"45"	1.25625895098262	-3.30552120314108	"g1"	0	TRUE
"46"	1.49232979922773	0.0542001572570716	"g1"	0	TRUE
"47"	-1.145067595888	0.961402447776243	"g1"	0	TRUE
"48"	0.605967427631141	0.0176588685952745	"g1"	0	TRUE
"49"	0.236072762167437	1.98618358734126	"g1"	0	FALSE
"50"	0.505652773826928	1.66839630565903	"g1"	0	TRUE
"51"	1.1901246946301	-0.492365716925877	"g1"	0	FALSE
"52"	1.59489589884716	3.6712272818819	"g1"	0	FALSE
"53"	0.808426519664136	2.6610651405928	"g1"	0	TRUE
"54"	-3.01435874072414	-0.578766375014279	"g1"	0	TRUE
"55"	0.714704811631676	1.06612426315436	"g1"	0	TRUE
"56"	-0.0916666959287442	1.7032560041862	"g1"	0	FALSE
"57"	1.56406511112091	0.386804667432136	"g1"	0	TRUE
"58"	0.526058586230026	2.66188855593647	"g1"	0	FALSE
"59"	-0.119751306232387	4.66029484161765	"g1"	0	TRUE
"60"	3.90197460508058	1.63156323467921	"g1"	0	FALSE
"61"	-0.372595261449874	1.85197390812261	"g1"	0	TRUE
"62"	-0.153118971510925	-0.110175722513716	"g1"	0	FALSE
"63"	-0.388797453413342	0.821947220218867	"g1"	0	TRUE
